date_bin,TEMP,HUM,CO2,PM1,PM2.5,PM5,PM10,HCHO,VOC,NO2,NOISE,DOOR1,WINDOW1,WINDOW2,VENT. TYPE,VENT. TIME,EXT. TEMP,EXT. HUM,EXT. PM2.5,EXT. PM10,EXT. NO2,EXT. CO
2024-07-29 03:20:00,30.3,44,485,2.89,3.06,3.06,3.06,0,588,56.6,24,0,1,0,1 window,3805,23.2,51,8,18,12,0.3
2024-07-29 03:25:00,30.3,44,483,2.97,3.14,3.14,3.14,0,588,51.4,22,0,1,0,1 window,3810,23.2,51,8,18,12,0.3
2024-07-29 03:30:00,30.2,44,483,2.95,3.12,3.12,3.12,0,587,54.1,23,0,1,0,1 window,3815,23.3,52,8,18,12,0.3
2024-07-29 03:35:00,30.3,43.8,481,2.91,3.08,3.08,3.08,0,588,51.7,24,0,1,0,1 window,3820,23.3,52,8,18,12,0.3
2024-07-29 03:40:00,30.2,43.8,484,2.92,3.09,3.09,3.09,0,586,55.4,22,0,1,0,1 window,3825,23.3,52,8,18,12,0.3
2024-07-29 03:45:00,30.2,43.7,484,2.71,2.86,2.86,2.86,0,590,56.9,23,0,1,0,1 window,3830,23.3,52,8,18,12,0.3
2024-07-29 03:50:00,30.2,43.7,484,2.66,2.81,2.81,2.81,0,589,49.4,27,0,1,0,1 window,3835,23.3,52,8,18,12,0.3
2024-07-29 03:55:00,30.2,43.6,478,2.83,2.99,2.99,2.99,0,585,55.4,22,0,1,0,1 window,3840,23.3,52,8,18,12,0.3
2024-07-29 04:00:00,30.2,43.6,478,2.72,2.88,2.88,2.88,0,581,54.2,23,0,1,0,1 window,3845,23.2,51,8,16,11,0.4
2024-07-29 04:05:00,30.2,43.6,477,2.82,2.98,2.98,2.98,0,583,55.6,24,0,1,0,1 window,3850,23.2,51,8,16,11,0.4
2024-07-29 04:10:00,30.2,43.4,476,2.75,2.91,2.91,2.91,0,586,56.2,22,0,1,0,1 window,3855,23.2,51,8,16,11,0.4
2024-07-29 04:15:00,30.2,43.3,478,2.82,2.98,2.98,2.98,0,587,53.3,22,0,1,0,1 window,3860,23.2,51,8,16,11,0.4
2024-07-29 04:20:00,30.2,43.3,480,2.71,2.86,2.86,2.86,0,601,56,22,0,1,0,1 window,3865,23.2,51,8,16,11,0.4
2024-07-29 04:25:00,30.2,43.3,478,2.73,2.88,2.88,2.88,0,592,57.2,24,0,1,0,1 window,3870,23.2,51,8,16,11,0.4
2024-07-29 04:30:00,30.2,43.3,478,2.75,2.9,2.9,2.9,0,585,53.8,24,0,1,0,1 window,3875,23.3,53,8,16,11,0.4
2024-07-29 04:35:00,30.2,43.3,477,2.79,2.95,2.95,2.95,0,587,55.3,24,0,1,0,1 window,3880,23.3,53,8,16,11,0.4
2024-07-29 04:40:00,30.2,43.3,476,2.86,3.03,3.03,3.03,0,582,55,23,0,1,0,1 window,3885,23.3,53,8,16,11,0.4
2024-07-29 04:45:00,30.2,43.3,476,2.77,2.93,2.93,2.93,0,582,55.2,23,0,1,0,1 window,3890,23.3,53,8,16,11,0.4
2024-07-29 04:50:00,30.2,43.3,479,2.8,2.96,2.96,2.96,0,589,55.4,23,0,1,0,1 window,3895,23.3,53,8,16,11,0.4
2024-07-29 04:55:00,30.2,43.4,480,2.95,3.12,3.12,3.12,0,593,57.7,23,0,1,0,1 window,3900,23.3,53,8,16,11,0.4
2024-07-29 05:00:00,30.2,43.3,479,3,3.17,3.17,3.17,0,595,59.7,22,0,1,0,1 window,3905,23.6,54,9,19,16,0.3
2024-07-29 05:05:00,30.2,43.4,476,3.16,3.34,3.34,3.34,0,596,58,24,0,1,0,1 window,3910,23.6,54,9,19,16,0.3
2024-07-29 05:10:00,30.2,43.4,478,3.13,3.3,3.3,3.3,0,599,57.4,23,0,1,0,1 window,3915,23.6,54,9,19,16,0.3
2024-07-29 05:15:00,30.2,43.3,480,3.02,3.19,3.19,3.19,0,597,55.3,23,0,1,0,1 window,3920,23.6,54,9,19,16,0.3
2024-07-29 05:20:00,30.2,43.3,484,3.22,3.4,3.4,3.4,0,605,57.5,23,0,1,0,1 window,3925,23.6,54,9,19,16,0.3
2024-07-29 05:25:00,30.2,43.3,483,3.34,3.53,3.53,3.53,0,603,54.6,24,0,1,0,1 window,3930,23.6,54,9,19,16,0.3
2024-07-29 05:30:00,30.2,43.3,481,3.13,3.32,3.32,3.32,0,605,57.4,23,0,1,0,1 window,3935,24.9,50,9,19,16,0.3
2024-07-29 05:35:00,30.1,43.3,473,3.22,3.4,3.4,3.4,0,599,58,23,0,1,0,1 window,3940,24.9,50,9,19,16,0.3
2024-07-29 05:40:00,30.2,43.3,468,3.21,3.4,3.4,3.4,0,596,58.8,25,0,1,0,1 window,3945,24.9,50,9,19,16,0.3
2024-07-29 05:45:00,30.2,43.3,470,3.42,3.62,3.62,3.62,0,597,55.2,22,0,1,0,1 window,3950,24.9,50,9,19,16,0.3
2024-07-29 05:50:00,30.2,43.1,470,3.38,3.57,3.57,3.57,0,597,55.6,25,0,1,0,1 window,3955,24.9,50,9,19,16,0.3
2024-07-29 05:55:00,30.2,43,471,3.22,3.41,3.41,3.41,0,597,55.6,24,0,1,0,1 window,3960,24.9,50,9,19,16,0.3
2024-07-29 06:00:00,30.2,43,477,3.29,3.48,3.48,3.48,0,590,56.8,24,0,1,0,1 window,3965,27.2,44,10,21,27,0.3
2024-07-29 06:05:00,30.2,43,476,3.28,3.47,3.47,3.47,0,592,57.3,22,0,1,0,1 window,3970,27.2,44,10,21,27,0.3
2024-07-29 06:10:00,30.2,43,477,3.48,3.67,3.67,3.67,0,595,57,23,0,1,0,1 window,3975,27.2,44,10,21,27,0.3
2024-07-29 06:15:00,30.2,43,481,3.55,3.75,3.75,3.75,0,590,58.8,24,0,1,0,1 window,3980,27.2,44,10,21,27,0.3
2024-07-29 06:20:00,30.2,42.9,480,3.36,3.56,3.56,3.56,0,588,59.4,23,0,1,0,1 window,3985,27.2,44,10,21,27,0.3
2024-07-29 06:25:00,30.2,42.9,482,3.69,3.91,3.91,3.91,0,590,55.8,24,0,1,0,1 window,3990,27.2,44,10,21,27,0.3
2024-07-29 06:30:00,30.2,42.7,483,3.63,3.83,3.83,3.83,0,587,57,24,0,1,0,1 window,3995,28.5,42,10,21,27,0.3
2024-07-29 06:35:00,30.2,42.7,482,3.71,3.92,3.92,3.92,0,583,56.4,24,0,1,0,1 window,4000,28.5,42,10,21,27,0.3
2024-07-29 06:40:00,30.2,42.6,487,3.82,4.04,4.04,4.04,0,585,55.5,23,0,1,0,1 window,4005,28.5,42,10,21,27,0.3
2024-07-29 06:45:00,30.2,42.6,485,3.87,4.09,4.09,4.09,0,588,60.2,22,0,1,0,1 window,4010,28.5,42,10,21,27,0.3
2024-07-29 06:50:00,30.2,42.6,484,3.64,3.85,3.85,3.85,0,584,55.3,23,0,1,0,1 window,4015,28.5,42,10,21,27,0.3
2024-07-29 06:55:00,30.2,42.6,482,3.58,3.78,3.79,3.79,0,593,56.7,23,0,1,0,1 window,4020,28.5,42,10,21,27,0.3
2024-07-29 07:00:00,30.2,42.6,481,3.93,4.15,4.15,4.15,0,591,53.2,23,0,1,0,1 window,4025,29.2,40,10,25,52,0.4
2024-07-29 07:05:00,30.2,42.6,484,3.75,3.97,3.97,3.97,0,587,55.1,23,0,1,0,1 window,4030,29.2,40,10,25,52,0.4
2024-07-29 07:10:00,30.2,42.7,486,3.69,3.9,3.9,3.9,0,590,57,23,0,1,0,1 window,4035,29.2,40,10,25,52,0.4
2024-07-29 07:15:00,30.2,42.6,489,3.78,3.99,3.99,3.99,0,588,56.1,25,0,1,0,1 window,4040,29.2,40,10,25,52,0.4
2024-07-29 07:20:00,30.2,42.6,492,3.62,3.83,3.83,3.83,0,590,54.2,22,0,1,0,1 window,4045,29.2,40,10,25,52,0.4
2024-07-29 07:25:00,30.2,42.6,491,3.87,4.1,4.1,4.1,0,592,61.7,23,0,1,0,1 window,4050,29.2,40,10,25,52,0.4
2024-07-29 07:30:00,30.2,42.6,491,3.95,4.18,4.18,4.18,0,596,55.3,24,0,1,0,1 window,4055,30.2,37,10,25,52,0.4
2024-07-29 07:35:00,30.2,42.7,490,3.98,4.21,4.21,4.21,0,602,55.2,24,0,1,0,1 window,4060,30.2,37,10,25,52,0.4
2024-07-29 07:40:00,30.2,42.7,495,4.43,4.68,4.68,4.68,0,607,55.9,24,0,1,0,1 window,4065,30.2,37,10,25,52,0.4
2024-07-29 07:45:00,30.3,42.7,501,5.07,5.36,5.36,5.36,0,618,58,23,0,1,0,1 window,4070,30.2,37,10,25,52,0.4
2024-07-29 07:50:00,30.3,42.9,501,5.97,6.31,6.31,6.31,0,625,58.6,24,0,1,0,1 window,4075,30.2,37,10,25,52,0.4
2024-07-29 07:55:00,30.3,42.9,505,6.3,6.66,6.66,6.66,0,631,55.1,23,0,1,0,1 window,4080,30.2,37,10,25,52,0.4
2024-07-29 08:00:00,30.3,43,505,6.88,7.27,7.27,7.27,0,637,54.8,24,0,1,0,1 window,4085,31.2,34,23,110,66,0.6
2024-07-29 08:05:00,30.3,42.9,505,6.56,6.94,6.94,6.94,0,638,56.3,25,0,1,0,1 window,4090,31.2,34,23,110,66,0.6
2024-07-29 08:10:00,30.2,40.5,497,5.55,5.87,5.87,5.87,0,596,46.6,28,0,1,0,1 window,4095,31.2,34,23,110,66,0.6
2024-07-29 08:15:00,30,38.2,471,5.7,6.03,6.03,6.03,0,504,39.2,23,0,1,0,1 window,4100,31.2,34,23,110,66,0.6
2024-07-29 08:20:00,29.9,38.3,450,5.72,6.05,6.05,6.05,0,467,48.6,23,0,1,0,1 window,4105,31.2,34,23,110,66,0.6
2024-07-29 08:25:00,29.8,38.2,441,6.25,6.6,6.6,6.6,0,444,48.9,24,0,1,0,1 window,4110,31.2,34,23,110,66,0.6
2024-07-29 08:30:00,29.8,37.9,441,6.19,6.55,6.55,6.55,0,440,51.3,24,0,1,0,1 window,4115,32,33,23,110,66,0.6
2024-07-29 08:35:00,29.8,38.2,454,6.41,6.78,6.78,6.78,0,432,56.4,26,0,1,0,1 window,4120,32,33,23,110,66,0.6
2024-07-29 08:40:00,29.7,38.6,486,6.27,6.63,6.63,6.63,0,441,58.9,31,0,1,0,1 window,4125,32,33,23,110,66,0.6
2024-07-29 08:45:00,29.7,38.3,470,6.7,7.09,7.09,7.09,0,460,59.3,29,0,1,0,1 window,4130,32,33,23,110,66,0.6
2024-07-29 08:50:00,29.7,38.4,461,7.11,7.52,7.52,7.52,0,460,58.4,26,0,1,0,1 window,4135,32,33,23,110,66,0.6
2024-07-29 08:55:00,29.6,37.9,452,7.55,7.98,7.98,7.98,0,446,60.6,26,0,1,0,1 window,4140,32,33,23,110,66,0.6
2024-07-29 09:00:00,29.6,38.2,443,7.26,7.68,7.68,7.68,0,449,59.9,25,0,1,0,1 window,4145,33,32,18,62,64,0.4
2024-07-29 09:05:00,29.7,38.6,469,7.51,7.94,7.94,7.94,0,453,54.7,26,0,1,0,1 window,4150,33,32,18,62,64,0.4
2024-07-29 09:10:00,29.5,38.2,470,7.28,7.7,7.7,7.7,0,436,57.1,24,0,1,0,1 window,4155,33,32,18,62,64,0.4
2024-07-29 09:15:00,29.4,38.4,451,6.82,7.21,7.21,7.21,0,424,65.3,26,0,1,0,1 window,4160,33,32,18,62,64,0.4
2024-07-29 09:20:00,29.4,39,451,6.76,7.15,7.15,7.15,0,430,64.7,28,0,1,0,1 window,4165,33,32,18,62,64,0.4
2024-07-29 09:25:00,29.5,39.1,465,6.63,7.01,7.01,7.01,0,441,66.9,29,0,1,0,1 window,4170,33,32,18,62,64,0.4
2024-07-29 09:30:00,29.6,39,459,7.18,7.6,7.6,7.6,0,451,59.6,27,0,1,0,1 window,4175,33.6,33,18,62,64,0.4
2024-07-29 09:35:00,29.6,39.1,461,6.91,7.31,7.31,7.31,0,476,62.1,25,0,1,0,1 window,4180,33.6,33,18,62,64,0.4
2024-07-29 09:40:00,29.7,39,454,6.93,7.33,7.33,7.33,0,472,55.2,25,0,1,0,1 window,4185,33.6,33,18,62,64,0.4
2024-07-29 09:45:00,29.8,39,459,6.79,7.18,7.18,7.18,0,472,57.9,27,0,1,0,1 window,4190,33.6,33,18,62,64,0.4
2024-07-29 09:50:00,29.8,38.9,462,6.8,7.19,7.19,7.19,0,469,56.9,26,0,1,0,1 window,4195,33.6,33,18,62,64,0.4
2024-07-29 09:55:00,29.9,38.4,450,6.64,7.03,7.03,7.03,0,458,55.4,26,0,1,0,1 window,4200,33.6,33,18,62,64,0.4
2024-07-29 10:00:00,29.9,38.6,454,6.36,6.73,6.73,6.73,0,460,55,27,0,1,0,1 window,4205,33.5,35,20,66,75,0.4
2024-07-29 10:05:00,29.9,38.6,451,5.96,6.3,6.3,6.3,0,466,55.1,24,0,1,0,1 window,4210,33.5,35,20,66,75,0.4
2024-07-29 10:10:00,30,37.6,445,6.03,6.38,6.38,6.38,0,446,51.6,27,0,1,0,1 window,4215,33.5,35,20,66,75,0.4
2024-07-29 10:15:00,30.1,37.6,438,5.33,5.63,5.63,5.63,0,445,55,25,0,1,0,1 window,4220,33.5,35,20,66,75,0.4
2024-07-29 10:20:00,30.1,37.6,444,5.52,5.84,5.84,5.84,0,456,56.8,24,0,1,0,1 window,4225,33.5,35,20,66,75,0.4
2024-07-29 10:25:00,30.1,37.6,447,4.62,4.89,4.89,4.89,0,458,53.8,26,0,1,0,1 window,4230,33.5,35,20,66,75,0.4
2024-07-29 10:30:00,30.2,37.2,443,5.4,5.71,5.71,5.71,0,452,47.1,30,0,1,0,1 window,4235,33.4,40,20,66,75,0.4
2024-07-29 10:35:00,30.2,37.1,450,5.88,6.22,6.22,6.22,0,450,48.5,32,0,1,0,1 window,4240,33.4,40,20,66,75,0.4
2024-07-29 10:40:00,30.2,36.5,438,5.94,6.29,6.29,6.29,0,434,54.1,30,0,1,0,1 window,4245,33.4,40,20,66,75,0.4
2024-07-29 10:45:00,30.3,36.6,448,5.67,5.99,5.99,5.99,0,444,52.9,34,0,1,0,1 window,4250,33.4,40,20,66,75,0.4
2024-07-29 10:50:00,30.3,36.6,453,6.39,6.76,6.76,6.76,0,444,57.1,27,0,1,0,1 window,4255,33.4,40,20,66,75,0.4
2024-07-29 10:55:00,30.3,36.8,455,6.2,6.56,6.56,6.56,0,446,55.8,25,0,1,0,1 window,4260,33.4,40,20,66,75,0.4
2024-07-29 11:00:00,30.3,36.6,449,6.05,6.4,6.4,6.4,0,452,54,27,0,1,0,1 window,4265,33.5,42,22,67,112,0.3
2024-07-29 11:05:00,30.3,36.8,446,6.1,6.45,6.45,6.45,0,463,56.3,32,0,1,0,1 window,4270,33.5,42,22,67,112,0.3
2024-07-29 11:10:00,30.3,36.9,469,6.76,7.15,7.15,7.15,0,472,59.8,38,0,1,0,1 window,4275,33.5,42,22,67,112,0.3
2024-07-29 11:15:00,30.4,36.9,461,5.6,5.92,5.92,5.92,0,478,59.9,46,0,1,0,1 window,4280,33.5,42,22,67,112,0.3
2024-07-29 11:20:00,30.7,36.1,464,6.33,6.7,6.7,6.7,0,472,54.4,30,0,1,0,1 window,4285,33.5,42,22,67,112,0.3
2024-07-29 11:25:00,30.8,35.5,435,6.53,6.9,6.9,6.9,0,466,53,28,0,1,0,1 window,4290,33.5,42,22,67,112,0.3
2024-07-29 11:30:00,30.9,35.4,425,6.57,6.95,6.95,6.95,0,469,62.1,28,0,1,0,1 window,4295,33.3,43,22,67,112,0.3
2024-07-29 11:35:00,30.9,35.7,431,6.49,6.86,6.86,6.86,0,472,65.3,24,0,1,0,1 window,4300,33.3,43,22,67,112,0.3
2024-07-29 11:40:00,30.9,36,431,6.3,6.66,6.66,6.66,0,472,67.6,34,0,1,0,1 window,4305,33.3,43,22,67,112,0.3
2024-07-29 11:45:00,30.9,36.1,439,6.76,7.15,7.15,7.15,0,476,68.9,35,0,1,0,1 window,4310,33.3,43,22,67,112,0.3
2024-07-29 11:50:00,30.9,36.1,435,6.77,7.16,7.16,7.16,0,481,70.4,28,0,1,0,1 window,4315,33.3,43,22,67,112,0.3
2024-07-29 11:55:00,30.9,37.2,443,6.92,7.32,7.32,7.32,0,490,76.7,35,0,1,0,1 window,4320,33.3,43,22,67,112,0.3
2024-07-29 12:00:00,30.9,38.7,438,6.77,7.15,7.15,7.15,0,491,84.5,30,0,1,0,1 window,4325,34.1,39,19,49,88,0.2
2024-07-29 12:05:00,30.9,40.2,435,6.52,6.9,6.9,6.9,0,494,80.8,30,0,1,0,1 window,4330,34.1,39,19,49,88,0.2
2024-07-29 12:10:00,30.9,40.8,424,6.17,6.52,6.52,6.52,0,496,82.3,31,0,1,0,1 window,4335,34.1,39,19,49,88,0.2
2024-07-29 12:15:00,30.9,41.2,433,6.02,6.37,6.37,6.37,0,500,80.3,26,0,1,0,1 window,4340,34.1,39,19,49,88,0.2
2024-07-29 12:20:00,30.9,41.9,417,6.03,6.37,6.37,6.37,0,496,84.9,27,0,1,0,1 window,4345,34.1,39,19,49,88,0.2
2024-07-29 12:25:00,30.9,42.2,412,5.83,6.17,6.17,6.17,0,490,79.7,32,0,1,0,1 window,4350,34.1,39,19,49,88,0.2
2024-07-29 12:30:00,30.9,42.6,425,5.63,5.96,5.96,5.96,0,485,82,26,0,1,0,1 window,4355,34.3,40,19,49,88,0.2
2024-07-29 12:35:00,30.9,43.4,418,5.55,5.87,5.87,5.87,0,487,80.1,28,0,1,0,1 window,4360,34.3,40,19,49,88,0.2
2024-07-29 12:40:00,30.8,44.4,418,5.48,5.79,5.79,5.79,0,483,81.6,29,0,1,0,1 window,4365,34.3,40,19,49,88,0.2
2024-07-29 12:45:00,30.9,45.5,432,6.47,6.84,6.84,6.84,0,533,89.7,28,0,1,0,1 window,4370,34.3,40,19,49,88,0.2
2024-07-29 12:50:00,30.9,44.9,418,5.28,5.59,5.59,5.59,0,506,79.7,26,0,1,0,1 window,4375,34.3,40,19,49,88,0.2
2024-07-29 12:55:00,30.9,45.4,419,5.59,5.91,5.91,5.91,0,484,76.1,29,0,1,0,1 window,4380,34.3,40,19,49,88,0.2
2024-07-29 13:00:00,30.9,45.8,431,5.5,5.82,5.82,5.82,0,473,77.6,29,0,1,0,1 window,4385,33.6,43,14,37,26,0.1
2024-07-29 13:05:00,30.8,46.9,430,5.73,6.06,6.06,6.06,0,470,82.7,36,0,1,0,1 window,4390,33.6,43,14,37,26,0.1
2024-07-29 13:10:00,30.8,47.3,421,5.87,6.2,6.2,6.2,0,465,78.8,32,0,1,0,1 window,4395,33.6,43,14,37,26,0.1
2024-07-29 13:15:00,30.8,48,417,6.29,6.66,6.66,6.66,0,459,83.3,43,0,1,0,1 window,4400,33.6,43,14,37,26,0.1
2024-07-29 13:20:00,30.8,48.9,419,6.65,7.03,7.03,7.03,0,466,84.4,42,0,1,0,1 window,4405,33.6,43,14,37,26,0.1
2024-07-29 13:25:00,30.8,50.5,425,6.5,6.87,6.87,6.87,0,474,93.2,41,0,1,0,1 window,4410,33.6,43,14,37,26,0.1
2024-07-29 13:30:00,30.8,49.8,415,5.8,6.14,6.14,6.14,0,469,78.2,40,0,1,0,1 window,4415,33.7,42,14,37,26,0.1
2024-07-29 13:35:00,30.8,49.1,412,6.11,6.46,6.46,6.46,0,455,73.3,34,0,1,0,1 window,4420,33.7,42,14,37,26,0.1
2024-07-29 13:40:00,30.8,48.7,414,5.91,6.25,6.25,6.25,0,447,69.2,26,0,1,0,1 window,4425,33.7,42,14,37,26,0.1
2024-07-29 13:45:00,30.9,47.4,414,5.85,6.18,6.18,6.18,0,436,58,29,0,1,0,1 window,4430,33.7,42,14,37,26,0.1
2024-07-29 13:50:00,30.9,46.7,406,5.4,5.71,5.71,5.71,0,425,52.5,31,0,1,0,1 window,4435,33.7,42,14,37,26,0.1
2024-07-29 13:55:00,30.8,46.5,402,5.44,5.75,5.75,5.75,0,413,56.3,30,0,1,0,1 window,4440,33.7,42,14,37,26,0.1
2024-07-29 14:00:00,30.8,46.7,411,5.5,5.82,5.82,5.82,0,411,61.1,34,0,1,0,1 window,4445,34.3,40,12,29,20,0.1
2024-07-29 14:05:00,30.9,46.2,406,5.37,5.68,5.68,5.68,0,407,54.2,35,0,1,0,1 window,4450,34.3,40,12,29,20,0.1
2024-07-29 14:10:00,31,45.6,416,5.37,5.68,5.68,5.68,0,405,53.1,34,0,1,0,1 window,4455,34.3,40,12,29,20,0.1
2024-07-29 14:15:00,31,46.6,408,5.36,5.67,5.67,5.67,0,406,62.3,30,0,1,0,1 window,4460,34.3,40,12,29,20,0.1
2024-07-29 14:20:00,31,46.5,411,5.36,5.67,5.67,5.67,0,409,62.1,30,0,1,0,1 window,4465,34.3,40,12,29,20,0.1
2024-07-29 14:25:00,31.2,46.5,407,5.19,5.49,5.49,5.49,0,411,53.3,31,0,1,0,1 window,4470,34.3,40,12,29,20,0.1
2024-07-29 14:30:00,31.3,46,406,5.69,6.02,6.02,6.02,0,418,51.1,33,0,1,0,1 window,4475,33.8,40,12,29,20,0.1
2024-07-29 14:35:00,31.3,46,405,5.41,5.72,5.72,5.72,0,409,65.1,32,0,1,0,1 window,4480,33.8,40,12,29,20,0.1
2024-07-29 14:40:00,31.2,45.9,404,5.18,5.48,5.48,5.48,0,404,53.7,32,0,1,0,1 window,4485,33.8,40,12,29,20,0.1
2024-07-29 14:45:00,31.1,46.6,397,5.16,5.46,5.46,5.46,0,405,61.4,29,0,1,0,1 window,4490,33.8,40,12,29,20,0.1
2024-07-29 14:50:00,31.2,46.7,402,5.22,5.52,5.52,5.52,0,408,60.4,29,0,1,0,1 window,4495,33.8,40,12,29,20,0.1
2024-07-29 14:55:00,31.2,46.2,405,5,5.29,5.29,5.29,0,405,58.1,32,0,1,0,1 window,4500,33.8,40,12,29,20,0.1
2024-07-29 15:00:00,31.3,46.2,406,4.93,5.21,5.21,5.21,0,410,53.6,31,0,1,0,1 window,4505,33.6,39,10,28,14,0.1
2024-07-29 15:05:00,31.2,46.3,397,4.8,5.07,5.07,5.07,0,407,57.4,32,0,1,0,1 window,4510,33.6,39,10,28,14,0.1
2024-07-29 15:10:00,31.2,45.6,418,4.62,4.89,4.89,4.89,0,402,54.3,36,0,1,0,1 window,4515,33.6,39,10,28,14,0.1
2024-07-29 15:15:00,31.3,45.2,416,4.74,5.02,5.02,5.02,0,405,56.8,31,0,1,0,1 window,4520,33.6,39,10,28,14,0.1
2024-07-29 15:20:00,31.3,45.4,415,4.63,4.9,4.9,4.9,0,405,60.4,31,0,1,0,1 window,4525,33.6,39,10,28,14,0.1
2024-07-29 15:25:00,31.3,45.9,402,4.41,4.67,4.67,4.67,0,411,63.1,32,0,1,0,1 window,4530,33.6,39,10,28,14,0.1
2024-07-29 15:30:00,31.3,46.5,409,4.63,4.89,4.89,4.89,0,414,62.6,29,0,1,0,1 window,4535,33.8,36,10,28,14,0.1
2024-07-29 15:35:00,31.3,46.6,410,4.31,4.55,4.55,4.55,0,416,67.7,29,0,1,0,1 window,4540,33.8,36,10,28,14,0.1
2024-07-29 15:40:00,31.3,46.7,403,4.43,4.69,4.69,4.69,0,416,66,30,0,1,0,1 window,4545,33.8,36,10,28,14,0.1
2024-07-29 15:45:00,31.3,46.3,404,4.59,4.86,4.86,4.86,0,415,55.2,28,0,1,0,1 window,4550,33.8,36,10,28,14,0.1
2024-07-29 15:50:00,31.4,46.2,403,4.25,4.49,4.49,4.49,0,417,56.3,26,0,1,0,1 window,4555,33.8,36,10,28,14,0.1
2024-07-29 15:55:00,31.4,46,403,4.36,4.61,4.61,4.61,0,417,55,29,0,1,0,1 window,4560,33.8,36,10,28,14,0.1
2024-07-29 16:00:00,31.4,45.2,411,4.15,4.39,4.39,4.39,0,411,52.2,28,0,1,0,1 window,4565,33.8,32,11,34,10,0.1
2024-07-29 16:05:00,31.4,44.7,403,4.25,4.5,4.5,4.5,0,407,50.6,28,0,1,0,1 window,4570,33.8,32,11,34,10,0.1
2024-07-29 16:10:00,31.4,44.2,400,4.26,4.5,4.5,4.5,0,403,48.8,29,0,1,0,1 window,4575,33.8,32,11,34,10,0.1
2024-07-29 16:15:00,31.3,43.8,406,4.31,4.56,4.56,4.56,0,401,50.2,29,0,1,0,1 window,4580,33.8,32,11,34,10,0.1
2024-07-29 16:20:00,31.3,43.6,408,4.18,4.42,4.42,4.42,0,405,53.1,29,0,1,0,1 window,4585,33.8,32,11,34,10,0.1
2024-07-29 16:25:00,31.3,43.7,411,4.13,4.37,4.37,4.37,0,403,65.7,27,0,1,0,1 window,4590,33.8,32,11,34,10,0.1
2024-07-29 16:30:00,31.3,43.7,413,4.23,4.48,4.48,4.48,0,409,55.9,29,0,1,0,1 window,4595,33.6,31,11,34,10,0.1
2024-07-29 16:35:00,31.5,43.6,408,4.15,4.39,4.39,4.39,0,413,55,26,0,1,0,1 window,4600,33.6,31,11,34,10,0.1
2024-07-29 16:40:00,31.5,42.7,412,4.15,4.39,4.39,4.39,0,408,45.9,26,0,1,0,1 window,4605,33.6,31,11,34,10,0.1
2024-07-29 16:45:00,31.4,42.9,409,4.21,4.45,4.45,4.45,0,409,53.2,24,0,1,0,1 window,4610,33.6,31,11,34,10,0.1
2024-07-29 16:50:00,31.3,43.4,412,4.25,4.49,4.49,4.49,0,413,56,27,0,1,0,1 window,4615,33.6,31,11,34,10,0.1
2024-07-29 16:55:00,31.4,44,419,4.25,4.5,4.5,4.5,0,421,61.6,36,0,1,0,1 window,4620,33.6,31,11,34,10,0.1
2024-07-29 17:00:00,31.4,43.1,415,4.77,5.04,5.04,5.04,0,422,59.1,29,0,1,0,1 window,4625,32.9,33,10,28,9,0.1
2024-07-29 17:05:00,31.4,43.3,402,4.51,4.77,4.77,4.77,0,412,59.7,27,0,1,0,1 window,4630,32.9,33,10,28,9,0.1
2024-07-29 17:10:00,31.3,42.2,409,4.12,4.36,4.36,4.36,0,401,48.6,25,0,1,0,1 window,4635,32.9,33,10,28,9,0.1
2024-07-29 17:15:00,31.2,42,417,4.37,4.62,4.62,4.62,0,403,50.7,26,0,1,0,1 window,4640,32.9,33,10,28,9,0.1
2024-07-29 17:20:00,31.3,42.9,413,4.45,4.71,4.71,4.71,0,403,59.4,24,0,1,0,1 window,4645,32.9,33,10,28,9,0.1
2024-07-29 17:25:00,31.3,41.6,406,4.52,4.78,4.78,4.78,0,397,49.7,28,0,1,0,1 window,4650,32.9,33,10,28,9,0.1
2024-07-29 17:30:00,31.2,41.3,410,4.2,4.45,4.45,4.45,0,394,53.7,28,0,1,0,1 window,4655,31.4,41,10,28,9,0.1
2024-07-29 17:35:00,31.3,42.2,399,4.41,4.66,4.66,4.66,0,403,61.4,25,0,1,0,1 window,4660,31.4,41,10,28,9,0.1
2024-07-29 17:40:00,31.3,42.2,416,4.52,4.78,4.78,4.78,0,409,61.3,26,0,1,0,1 window,4665,31.4,41,10,28,9,0.1
2024-07-29 17:45:00,31.4,40.9,412,4.39,4.64,4.64,4.64,0,402,50.7,24,0,1,0,1 window,4670,31.4,41,10,28,9,0.1
2024-07-29 17:50:00,31.3,40.7,407,4.21,4.45,4.45,4.45,0,401,48.9,27,0,1,0,1 window,4675,31.4,41,10,28,9,0.1
2024-07-29 17:55:00,31.3,39.3,402,4.15,4.39,4.39,4.39,0,390,40.2,23,0,1,0,1 window,4680,31.4,41,10,28,9,0.1
2024-07-29 18:00:00,31.2,39.1,406,4.22,4.46,4.46,4.46,0,391,46.6,25,0,1,0,1 window,4685,30,52,10,26,11,0.2
2024-07-29 18:05:00,31.3,39.3,403,4.55,4.81,4.81,4.81,0,398,51.9,28,0,1,0,1 window,4690,30,52,10,26,11,0.2
2024-07-29 18:10:00,31.3,38.2,403,4.27,4.51,4.51,4.51,0,395,40.4,25,0,1,0,1 window,4695,30,52,10,26,11,0.2
